Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Barcelos (AM);-;25;200;...;-;-;-;-;-;-;-;130;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;120;-;80;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Barreirinha (AM);-;145;-;...;-;-;-;-;8;-;-;375;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10;-;25;7;-;-;-;70;-;1400;-;40;-;24;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Benjamin Constant (AM);-;216;380;...;-;-;-;-;18;-;-;693;8;-;-;...;-;-;-;-;...;80;...;-;-;-;-;-;-;30;-;-;-;-;2;-;-;-;-;-;-;253;38;-;-;-;40;-;2820;-;248;-;360;-;21;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-
Beruri (AM);-;-;50;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;310;-;-;420;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Boa Vista do Ramos (AM);-;90;-;...;-;-;-;-;8;-;-;350;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;9;-;60;-;-;-;-;55;-;5400;-;90;-;100;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Boca do Acre (AM);-;270;-;...;-;-;-;-;275;-;-;2800;-;-;-;...;125;7;-;7;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;13;-;-;-;-;-;3200;-;-;-;1440;-;1220;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-
Borba (AM);-;75;-;...;-;-;-;-;-;-;-;945;-;-;-;...;87;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;196;36;-;-;-;-;-;14350;-;-;-;1000;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Caapiranga (AM);-;39;363;...;-;-;-;-;-;-;-;313;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;6;-;-;57;-;-;-;3;-;-;420;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Canutama (AM);-;312;-;...;-;-;-;-;-;-;-;220;300;-;5;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;2160;-;-;-;1120;30;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Carauari (AM);-;100;2040;...;-;-;-;-;-;-;-;540;-;-;-;...;-;-;-;-;...;380;...;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;66;-;-;-;-;15;-;9120;-;30;-;80;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Careiro (AM);-;75;400;...;-;-;-;-;-;-;-;2320;260;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;175;-;-;-;-;-;-;-;-;100;-;-;330;40;-;-;-;525;-;7320;-;432;-;3000;-;40;-;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-
Careiro da Várzea (AM);-;4900;-;...;-;-;-;-;-;-;-;1035;540;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;15;-;-;572;92;-;-;-;400;-;1176;-;450;-;640;-;-;-;-;-;-;-;-;-;-;-;8;32;-;-;-;-;-
Coari (AM);20;380;500;...;-;-;-;-;-;-;-;1200;-;-;-;...;128;-;-;-;...;190;...;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;60;30;-;60;30;-;-;500;120;-;11000;-;120;-;800;-;120;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-
Codajás (AM);-;300;65000;...;-;-;-;-;-;-;-;950;-;-;-;...;10;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;60;-;-;400;170;-;4000;-;170;-;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Eirunepé (AM);1040;529;-;...;-;-;-;-;-;-;-;3030;600;-;-;...;-;-;-;-;...;8474;...;-;-;-;-;-;-;28;-;-;-;-;46;-;-;-;-;-;-;108;14;-;-;-;60;-;8400;-;40;-;924;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Envira (AM);36;-;-;...;-;-;-;-;332;-;-;3300;320;-;-;...;-;11;11;-;...;-;...;-;-;-;-;-;-;61;-;-;-;-;58;-;-;-;-;-;-;85;12;-;-;-;50;-;2640;-;40;-;900;-;720;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Fonte Boa (AM);-;111;240;...;-;-;-;-;-;-;-;360;-;-;-;...;22;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;1705;-;-;-;798;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Guajará (AM);15;44;-;...;-;-;-;-;39;-;-;60;10;-;-;...;-;2;2;-;...;280;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;4;-;-;-;-;-;-;14040;-;40;-;1050;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Humaitá (AM);-;810;3500;...;-;-;-;-;40;-;-;2800;-;-;-;...;15;19;19;-;...;760;...;-;-;-;-;-;-;20;-;-;-;-;41;-;-;-;-;-;-;75;56;-;-;-;110;-;48000;-;42;-;2200;-;477;-;-;-;-;-;-;-;10000;-;-;-;-;-;-;-;-
Ipixuna (AM);-;50;-;...;-;-;-;-;135;-;-;261;-;-;-;...;-;-;-;-;...;1080;...;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;60;-;1100;-;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Iranduba (AM);8;168;-;...;-;-;-;-;-;-;-;672;928;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;210;-;-;-;-;-;-;-;-;36;-;-;1743;584;-;-;-;945;-;770;-;630;-;2373;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-
Itacoatiara (AM);57;27000;-;...;-;-;-;-;-;-;-;2100;288;-;15;...;-;7;-;7;...;-;...;-;-;-;-;-;-;276;-;-;-;-;152;-;-;-;272;23;-;1314;108;-;-;-;735;-;15232;-;2220;-;1500;-;138;-;-;-;-;6;-;-;-;-;40;16;-;-;-;-;-
Itamarati (AM);7;30;120;...;-;-;-;-;-;-;-;120;144;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;33;48;-;-;-;60;-;2400;-;-;-;324;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itapiranga (AM);-;72;-;...;-;-;-;-;-;-;-;75;-;-;-;...;4;-;-;-;...;-;...;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;95;3;-;-;-;69;-;6000;-;210;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Japurá (AM);-;64;138;...;-;-;-;-;-;-;-;633;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;20;16;-;-;-;-;-;3180;-;-;-;305;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Juruá (AM);-;22;-;...;-;-;-;-;-;-;-;105;11;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;968;-;-;-;239;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Jutaí (AM);-;113;88;...;-;-;-;-;90;-;-;801;-;-;-;...;27;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;67;-;8500;-;-;-;470;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lábrea (AM);-;350;380;...;-;-;-;-;12;-;-;2600;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;358;-;-;-;-;-;-;-;-;-;-;-;-;-;16000;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Manacapuru (AM);-;190;252;...;-;-;-;-;-;-;-;2280;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;270;3;-;3476;171;-;-;-;3019;-;8640;-;5220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Manaquiri (AM);-;130;-;...;-;-;-;-;-;-;-;990;1800;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;26;1206;90;-;-;144;140;-;7200;-;360;-;1400;-;120;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-
Manaus (AM);-;575;564;...;-;-;-;-;-;-;-;252;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;525;180;-;-;-;390;-;1690;-;230;-;1628;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-
Manicoré (AM);-;-;-;...;-;-;-;-;-;-;-;21000;-;-;2;...;52;4;-;4;...;-;...;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;300;6;-;-;-;22;-;73000;-;55;-;5050;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-
Maraã (AM);6;-;-;...;-;-;-;-;-;-;-;525;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;7;-;-;-;-;-;480;-;-;-;143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Maués (AM);-;86;-;...;-;-;-;-;-;-;-;1057;-;-;-;...;-;-;-;-;...;768;...;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;299;-;60;20;-;-;-;91;-;18400;-;47;-;136;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Nhamundá (AM);-;35;-;...;-;-;-;-;-;-;-;155;-;-;-;...;-;-;-;-;...;150;...;-;-;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;-;34;-;-;-;8;64;-;7000;-;34;-;135;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Nova Olinda do Norte (AM);-;200;6;...;-;-;-;-;-;-;-;900;-;-;-;...;19;8;-;8;...;-;...;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;25;7;-;75;22;-;-;-;250;-;18000;-;156;-;1300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Novo Airão (AM);-;25;-;...;-;-;-;-;-;-;-;450;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;390;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Novo Aripuanã (AM);-;50;720;...;-;-;-;-;-;-;-;8250;-;-;-;...;48;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;19;7;-;97;6;-;-;-;33;-;12000;-;175;-;3600;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Parintins (AM);-;144;-;...;-;-;-;-;-;-;-;1710;-;-;-;...;-;-;-;-;...;100;...;-;-;-;-;-;-;10;-;-;-;-;2;-;-;-;8;20;-;31;10;-;-;56;67;-;14880;-;185;-;458;-;25;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-
Pauini (AM);-;56;-;...;-;-;-;-;40;-;-;2010;35;-;-;...;3;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;13;24;-;-;-;-;-;8000;-;52;-;1300;-;242;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Presidente Figueiredo (AM);-;36;1800;...;-;-;-;-;-;-;-;937;-;-;-;...;-;-;-;-;...;275000;...;-;-;-;-;-;-;800;-;-;-;-;1;-;-;-;10;80;-;1100;160;-;-;-;125;-;1440;-;100;-;1909;-;90;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-
Rio Preto da Eva (AM);16;325;960;...;-;-;-;-;-;-;-;3500;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;7480;32;-;-;-;988;-;2400;-;276;-;210;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-
Santa Isabel do Rio Negro (AM);-;250;150;...;-;-;-;-;-;-;-;195;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;1200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Santo Antônio do Içá (AM);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
São Gabriel da Cachoeira (AM);-;126;352;...;-;-;-;-;2;-;-;700;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;66;12;-;-;-;45;-;7320;-;10;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Paulo de Olivença (AM);-;100;-;...;-;-;-;-;-;-;-;732;-;-;-;...;-;-;-;-;...;210;...;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;28;14;-;-;-;200;-;907;-;-;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Sebastião do Uatumã (AM);-;-;170;...;-;-;-;-;-;-;-;240;-;-;-;...;-;4;4;-;...;-;...;-;-;-;-;-;-;18;-;-;-;-;28;-;-;-;-;15;-;-;-;-;-;-;-;-;5600;-;112;-;208;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Silves (AM);18;-;-;...;-;-;-;-;-;-;-;342;-;-;-;...;-;8;-;8;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153;20;-;-;-;-;-;8280;-;-;-;756;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tabatinga (AM);38;216;96;...;-;-;-;-;-;-;-;336;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;27;-;-;-;-;-;1140;-;13;-;67;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tapauá (AM);-;146;1680;...;-;-;-;-;-;-;-;1240;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;25;-;-;-;-;23;-;-;-;-;-;-;-;5;-;-;-;24;-;31600;-;15;-;1460;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tefé (AM);-;1090;741;...;-;-;-;-;-;-;-;502;-;-;-;...;12;-;-;-;...;-;...;-;-;-;-;-;-;167;-;-;-;-;69;-;-;-;-;-;-;500;-;-;-;-;-;-;97420;-;-;-;1399;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tonantins (AM);-;25;-;...;-;-;-;-;-;-;-;29;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;2098;-;34;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Uarini (AM);-;127;270;...;-;-;-;-;-;-;-;130;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;13;9;-;-;-;-;-;69420;-;-;-;141;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Urucará (AM);-;60;96;...;-;-;-;-;-;-;-;1020;-;-;-;...;16;-;-;-;...;-;...;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;103;-;204;-;-;-;-;-;-;5040;-;135;-;559;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Urucurituba (AM);12;-;-;...;-;-;-;-;-;-;-;770;12;-;-;...;70;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;18;1;-;51;12;-;-;12;75;-;1680;-;165;-;240;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Amajari (RR);-;225;120;...;-;-;-;-;7600;-;-;3500;120;-;-;...;-;-;-;-;...;160;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;50;-;-;-;30;-;1800;-;-;-;1250;-;1040;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Alto Alegre (RR);-;240;-;...;-;-;-;-;2100;-;-;1400;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;540;-;-;-;-;-;-;450;675;-;-;-;160;-;7200;-;-;-;2500;-;12000;-;-;-;-;-;-;-;80000;-;-;160;-;-;-;-;-
Boa Vista (RR);-;-;-;...;-;-;-;-;1500;-;-;4200;510;-;-;...;-;-;-;-;...;485;...;-;-;-;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;840;700;-;-;-;1122;-;3750;-;360;-;7000;-;12000;-;-;-;-;-;-;-;20400;-;230;180;-;-;-;-;-
Bonfim (RR);-;-;-;...;-;-;-;-;50400;-;-;2000;4070;-;-;...;-;-;-;-;...;850;...;-;-;3500;-;-;-;-;-;-;-;-;684;-;-;-;-;-;-;220;216;-;-;-;-;-;8640;-;3800;-;19500;874;75400;-;-;-;-;-;-;-;66000;-;-;1702;-;-;-;-;-
Cantá (RR);-;4500;-;...;-;-;-;-;4200;-;-;900;-;-;-;...;-;-;-;-;...;450;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;750;400;-;-;-;180;-;5700;-;600;-;2000;-;3600;-;-;-;-;-;-;-;2100;-;-;640;-;-;-;-;-
Caracaraí (RR);-;48;-;...;-;-;-;-;-;-;-;1680;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;1700;1710;-;-;-;-;-;5000;-;14;-;350;-;4800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Caroebe (RR);-;-;665;...;-;-;-;-;-;-;-;16739;-;-;-;...;250;-;-;-;...;80;...;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;1260;150;-;-;-;120;-;1000;-;40;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Iracema (RR);-;30;80;...;-;-;-;-;-;-;-;4853;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140;460;-;-;-;-;-;1260;-;18;-;150;-;3045;-;-;-;-;-;-;-;7514;-;-;-;-;-;-;-;-
Mucajaí (RR);-;-;120;...;-;-;-;-;30;-;-;3480;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;400;60;-;-;-;438;-;4600;-;45;-;520;-;1140;-;-;-;-;-;-;-;1400;-;-;540;-;-;-;-;-
Normandia (RR);-;-;-;...;-;-;-;-;18000;-;-;900;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;18;30;-;-;-;-;-;6000;-;110;-;3000;-;420;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pacaraima (RR);-;120;24;...;-;-;-;-;-;-;-;1875;80;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;28;-;-;-;40;-;6750;-;50;-;800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Rorainópolis (RR);-;150;480;...;-;-;-;-;-;-;-;6125;84;-;-;...;-;-;-;-;...;261;...;-;-;-;-;-;-;120;2262;-;-;-;-;-;-;-;-;-;-;15960;1360;-;-;-;80;-;2160;-;280;-;490;-;294;-;-;-;-;-;-;-;-;-;432;-;-;-;-;-;-
São João da Baliza (RR);-;50;288;...;-;-;-;-;-;-;-;12030;-;-;-;...;-;-;-;-;...;200;...;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;16;-;-;150;-;-;-;-;20;-;600;38;-;-;200;-;420;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Luiz (RR);-;-;180;...;-;-;-;-;-;-;-;3750;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;700;180;-;-;-;-;-;1050;90;-;-;375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Uiramutã (RR);-;90;-;...;-;-;-;-;-;-;-;252;460;-;-;...;-;-;-;-;...;100;...;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;54;-;-;-;-;14;-;2700;-;-;-;230;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-
Abaetetuba (PA);-;180;112000;...;-;-;-;-;36;-;-;600;-;-;-;...;49;-;-;-;...;3000;...;-;-;-;-;-;-;2330;20000;-;-;-;45;-;-;-;-;-;-;210;122;-;-;-;-;-;30600;-;200;-;130;-;63;-;-;-;-;42;-;-;-;-;-;-;-;-;-;5;-
Abel Figueiredo (PA);-;-;179;...;-;-;-;-;32;-;-;238;40;-;-;...;-;-;-;-;...;566;...;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;4265;-;38;-;194;-;651;-;-;-;-;27;-;-;16800;-;-;-;-;-;-;-;-
Acará (PA);-;-;29251;...;-;-;-;-;42;-;-;1304;-;-;-;...;716;-;-;-;...;-;...;-;-;-;-;-;-;21000;201236;-;-;-;30;-;-;-;-;-;-;480;272;-;-;-;-;-;319272;-;110;-;-;-;152;-;-;-;-;1778;-;-;-;-;-;-;-;-;-;-;-
Afuá (PA);-;-;-;...;-;-;-;-;-;-;-;490;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1504;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Água Azul do Norte (PA);-;3000;120;...;-;-;-;-;22;-;-;1200;-;-;-;...;81;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;1560;-;-;-;448;-;14450;-;-;-;-;-;-;-;2025;-;-;-;-;-;-;-;-
Alenquer (PA);-;399;4932;...;-;-;-;-;371;-;-;6215;-;-;-;...;209;-;-;-;...;525;...;-;-;-;-;-;-;245;-;-;-;-;294;-;-;-;-;-;-;3999;6950;-;-;-;210;-;154000;-;78;-;1600;-;7500;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-
Almeirim (PA);-;1680;1040;...;-;-;-;-;-;-;-;660;-;-;-;...;35;25;-;25;...;376;...;-;27;-;-;-;-;144;-;-;-;-;29;-;-;-;-;-;-;135;-;-;-;-;220;-;2160;-;250;-;200;-;137;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-
Altamira (PA);-;180;352;...;-;-;-;4;11340;-;-;11360;-;-;-;...;5426;1;-;1;...;1200;...;-;-;-;-;-;-;120;-;-;-;-;360;-;-;-;45;1;-;300;60;-;-;-;136;-;19000;-;209;-;625;-;42000;-;-;-;-;10;-;-;50400;-;-;125;-;-;-;28;-
Anajás (PA);-;198;50700;...;-;-;-;-;-;-;-;1570;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3850;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ananindeua (PA);-;-;113;...;-;-;-;-;-;-;-;119;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Anapu (PA);-;300;1650;...;-;-;-;-;250;-;-;11200;-;-;-;...;12156;-;-;-;...;-;...;-;-;-;-;-;-;570;-;-;-;-;138;-;-;-;-;-;-;550;50;-;-;-;-;-;7600;-;60;-;660;-;2000;-;46;-;-;66;-;-;-;-;84;75;-;-;-;25;-
Augusto Corrêa (PA);-;49;845;...;-;-;-;-;25;-;-;51;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;570;-;-;-;-;540;-;-;-;-;-;-;26;40;-;-;6;-;-;19694;-;25;-;190;-;119;-;-;-;-;210;-;-;-;-;27;-;-;-;-;-;-
Aurora do Pará (PA);-;50;7200;...;-;-;-;-;87;-;-;65;-;-;-;...;8;-;-;-;...;-;...;-;32;-;-;-;-;-;28500;-;-;-;123;-;-;-;-;-;-;61;78;-;-;-;-;-;32500;-;252;-;660;-;2842;-;-;-;-;1105;-;-;-;-;-;-;-;-;-;-;-
Aveiro (PA);-;150;293;...;-;-;-;15;72;-;-;2520;-;-;-;...;150;7;-;7;...;160;...;-;-;-;-;-;-;148;-;-;-;-;77;-;-;-;-;6;-;168;48;-;-;-;-;-;12000;-;72;-;473;-;520;-;-;-;-;2;-;-;-;-;-;-;-;-;-;30;-
Bagre (PA);-;150;44500;...;-;-;-;-;-;-;-;188;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23200;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Baião (PA);-;-;3680;...;-;-;-;-;23;-;-;-;-;-;-;...;160;5;-;5;...;-;...;-;-;-;-;-;-;480;850;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135780;-;-;-;-;-;160;-;-;-;-;2054;-;-;-;-;-;-;-;-;-;-;-
