Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Barreirinha (AM);-;8;-;...;-;-;-;-;4;-;-;30;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;70;-;3;2;-;-;-;4;-;120;-;4;-;3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Benjamin Constant (AM);-;12;38;...;-;-;-;-;6;-;-;40;1;-;-;...;-;-;-;-;...;2;...;-;-;-;-;-;-;9;270;-;-;-;2;-;-;-;-;-;-;12;6;-;-;-;2;-;235;-;12;-;18;-;7;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-
Beruri (AM);-;-;11;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;184;-;-;120;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Boa Vista do Ramos (AM);-;5;-;...;-;-;-;-;4;-;-;40;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;60;-;6;-;-;-;-;3;-;450;-;6;-;10;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Boca do Acre (AM);-;14;-;...;-;-;-;-;110;-;-;175;-;-;-;...;240;4;-;4;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;260;-;-;-;90;-;570;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-
Borba (AM);-;5;-;...;-;-;-;-;-;-;-;105;-;-;-;...;145;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;14;6;-;-;-;-;-;1196;-;-;-;100;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Caapiranga (AM);-;5;60;...;-;-;-;-;-;-;-;51;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;3;-;-;112;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Canutama (AM);-;13;-;...;-;-;-;-;-;-;-;10;25;-;5;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;56;10;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Carauari (AM);-;10;179;...;-;-;-;-;-;-;-;36;-;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;3;-;-;-;-;1;-;760;-;2;-;8;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Careiro (AM);-;40;40;...;-;-;-;-;-;-;-;172;20;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;10;-;-;30;8;-;-;-;25;-;610;-;24;-;150;-;20;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-
Careiro da Várzea (AM);-;245;-;...;-;-;-;-;-;-;-;90;45;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;2;-;-;32;15;-;-;-;20;-;98;-;40;-;40;-;-;-;-;-;-;-;-;-;-;-;2;4;-;-;-;-;-
Coari (AM);8;25;50;...;-;-;-;-;-;-;-;50;-;-;-;...;170;-;-;-;...;7;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;20;75;-;8;10;-;-;250;10;-;900;-;12;-;50;-;50;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-
Codajás (AM);-;22;4155;...;-;-;-;-;-;-;-;52;-;-;-;...;20;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;13;-;-;250;8;-;610;-;12;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Eirunepé (AM);52;63;-;...;-;-;-;-;-;-;-;202;75;-;-;...;-;-;-;-;...;223;...;-;-;-;-;-;-;7;-;-;-;-;46;-;-;-;-;-;-;6;3;-;-;-;5;-;700;-;4;-;80;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Envira (AM);12;-;-;...;-;-;-;-;166;-;-;220;20;-;-;...;-;19;19;-;...;-;...;-;-;-;-;-;-;14;-;-;-;-;72;-;-;-;-;-;-;6;2;-;-;-;3;-;220;-;2;-;90;-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Fonte Boa (AM);-;8;25;...;-;-;-;-;-;-;-;34;-;-;-;...;70;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;160;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Guajará (AM);1;4;-;...;-;-;-;-;13;-;-;4;1;-;-;...;-;2;2;-;...;7;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;4;-;-;-;-;-;-;1170;-;4;-;70;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Humaitá (AM);-;43;275;...;-;-;-;-;21;-;-;222;-;-;-;...;25;14;14;-;...;15;...;-;-;-;-;-;-;5;-;-;-;-;40;-;-;-;-;-;-;6;7;-;-;-;8;-;3880;-;3;-;115;-;240;-;-;-;-;-;-;-;3000;-;-;-;-;-;-;-;-
Ipixuna (AM);-;5;-;...;-;-;-;-;45;-;-;29;-;-;-;...;-;-;-;-;...;36;...;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;5;-;110;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Iranduba (AM);1;7;-;...;-;-;-;-;-;-;-;32;58;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;4;-;-;83;73;-;-;-;35;-;70;-;30;-;113;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-
Itacoatiara (AM);19;1500;-;...;-;-;-;-;-;-;-;140;32;-;17;...;-;7;-;7;...;-;...;-;-;-;-;-;-;46;-;-;-;-;190;-;-;-;34;114;-;106;36;-;-;-;49;-;1190;-;148;-;100;-;69;-;-;-;-;3;-;-;-;-;10;2;-;-;-;-;-
Itamarati (AM);2;3;13;...;-;-;-;-;-;-;-;15;12;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;3;8;-;-;-;3;-;200;-;-;-;18;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itapiranga (AM);-;4;-;...;-;-;-;-;-;-;-;70;-;-;-;...;10;-;-;-;...;-;...;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;5;1;-;-;-;3;-;500;-;14;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Japurá (AM);-;3;12;...;-;-;-;-;-;-;-;48;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;298;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Juruá (AM);-;3;-;...;-;-;-;-;-;-;-;8;2;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;23;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Jutaí (AM);-;8;7;...;-;-;-;-;48;-;-;80;-;-;-;...;66;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;4;-;800;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lábrea (AM);-;14;38;...;-;-;-;-;7;-;-;212;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;280;-;-;-;-;-;-;-;-;-;-;-;-;-;1300;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Manacapuru (AM);-;11;48;...;-;-;-;-;-;-;-;200;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;6;-;224;37;-;-;-;206;-;789;-;290;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Manaquiri (AM);-;13;-;...;-;-;-;-;-;-;-;90;150;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;20;67;15;-;-;80;7;-;600;-;30;-;70;-;40;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-
Manaus (AM);-;25;47;...;-;-;-;-;-;-;-;18;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;25;20;-;-;-;15;-;130;-;10;-;74;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-
Manicoré (AM);-;-;-;...;-;-;-;-;-;-;-;1500;-;-;3;...;112;3;-;3;...;-;...;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;25;2;-;-;-;1;-;6000;-;6;-;480;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-
Maraã (AM);2;-;-;...;-;-;-;-;-;-;-;25;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;39;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Maués (AM);-;5;-;...;-;-;-;-;-;-;-;70;-;-;-;...;-;-;-;-;...;16;...;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2300;-;4;5;-;-;-;6;-;1600;-;3;-;8;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Nhamundá (AM);-;3;-;...;-;-;-;-;-;-;-;15;-;-;-;...;-;-;-;-;...;3;...;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;4;-;-;-;7;4;-;600;-;2;-;13;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Nova Olinda do Norte (AM);-;10;3;...;-;-;-;-;-;-;-;75;-;-;-;...;55;8;-;8;...;-;...;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5;52;-;5;6;-;-;-;15;-;1500;-;13;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Novo Airão (AM);-;5;-;...;-;-;-;-;-;-;-;30;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Novo Aripuanã (AM);-;3;75;...;-;-;-;-;-;-;-;450;-;-;-;...;83;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;4;14;-;5;2;-;-;-;3;-;1000;-;15;-;250;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Parintins (AM);-;8;-;...;-;-;-;-;-;-;-;115;-;-;-;...;-;-;-;-;...;2;...;-;-;-;-;-;-;3;-;-;-;-;2;-;-;-;2;120;-;2;3;-;-;46;4;-;1240;-;10;-;25;-;10;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-
Pauini (AM);-;3;-;...;-;-;-;-;25;-;-;162;4;-;-;...;7;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;1;4;-;-;-;-;-;740;-;3;-;70;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Presidente Figueiredo (AM);-;3;150;...;-;-;-;-;-;-;-;288;-;-;-;...;-;-;-;-;...;5500;...;-;-;-;-;-;-;200;-;-;-;-;1;-;-;-;3;500;-;50;20;-;-;-;5;-;120;-;5;-;83;-;30;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-
Rio Preto da Eva (AM);2;13;80;...;-;-;-;-;-;-;-;175;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;340;4;-;-;-;38;-;200;-;12;-;10;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-
Santa Isabel do Rio Negro (AM);-;10;21;...;-;-;-;-;-;-;-;15;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Santo Antônio do Içá (AM);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
São Gabriel da Cachoeira (AM);-;16;50;...;-;-;-;-;1;-;-;54;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;3;-;740;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Paulo de Olivença (AM);-;25;-;...;-;-;-;-;-;-;-;48;-;-;-;...;-;-;-;-;...;4;...;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;2;-;-;-;8;-;69;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Sebastião do Uatumã (AM);-;-;14;...;-;-;-;-;-;-;-;16;-;-;-;...;-;3;3;-;...;-;...;-;-;-;-;-;-;3;-;-;-;-;23;-;-;-;-;63;-;-;-;-;-;-;-;-;560;-;8;-;13;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Silves (AM);6;-;-;...;-;-;-;-;-;-;-;38;-;-;-;...;-;14;-;14;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;4;-;-;-;-;-;1380;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tabatinga (AM);2;12;8;...;-;-;-;-;-;-;-;30;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;4;-;-;-;-;-;120;-;1;-;16;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tapauá (AM);-;8;144;...;-;-;-;-;-;-;-;100;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;6;-;-;-;-;25;-;-;-;-;-;-;-;1;-;-;-;2;-;2600;-;1;-;78;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tefé (AM);-;58;61;...;-;-;-;-;-;-;-;68;-;-;-;...;20;-;-;-;...;-;...;-;-;-;-;-;-;46;-;-;-;-;88;-;-;-;-;-;-;26;-;-;-;-;-;-;8230;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tonantins (AM);-;6;-;...;-;-;-;-;-;-;-;7;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;534;-;6;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Uarini (AM);-;7;17;...;-;-;-;-;-;-;-;12;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;6052;-;-;-;11;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Urucará (AM);-;3;8;...;-;-;-;-;-;-;-;68;-;-;-;...;22;-;-;-;...;-;...;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;515;-;12;-;-;-;-;-;-;420;-;9;-;45;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Urucurituba (AM);4;-;-;...;-;-;-;-;-;-;-;55;3;-;-;...;100;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3;3;-;6;2;-;-;10;5;-;140;-;11;-;20;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Amajari (RR);-;25;15;...;-;-;-;-;1100;-;-;140;10;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;5;-;-;-;5;-;150;-;-;-;50;-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Alto Alegre (RR);-;40;-;...;-;-;-;-;300;-;-;100;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;45;45;-;-;-;16;-;600;-;-;-;100;-;3000;-;-;-;-;-;-;-;25000;-;-;10;-;-;-;-;-
Boa Vista (RR);-;-;-;...;-;-;-;-;200;-;-;280;30;-;-;...;-;-;-;-;...;50;...;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;80;70;-;-;-;110;-;300;-;40;-;280;-;2200;-;-;-;-;-;-;-;6800;-;20;10;-;-;-;-;-
Bonfim (RR);-;-;-;...;-;-;-;-;7000;-;-;200;185;-;-;...;-;-;-;-;...;34;...;-;-;350;-;-;-;-;-;-;-;-;380;-;-;-;-;-;-;22;18;-;-;-;-;-;720;-;380;-;780;38;13000;-;-;-;-;-;-;-;22000;-;-;92;-;-;-;-;-
Cantá (RR);-;300;-;...;-;-;-;-;600;-;-;100;-;-;-;...;-;-;-;-;...;30;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;40;-;-;-;30;-;950;-;50;-;80;-;800;-;-;-;-;-;-;-;700;-;-;20;-;-;-;-;-
Caracaraí (RR);-;8;-;...;-;-;-;-;-;-;-;140;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;200;190;-;-;-;-;-;500;-;5;-;10;-;800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Caroebe (RR);-;-;95;...;-;-;-;-;-;-;-;1762;-;-;-;...;170;-;-;-;...;4;...;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;90;15;-;-;-;4;-;50;-;4;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Iracema (RR);-;3;10;...;-;-;-;-;-;-;-;337;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;46;-;-;-;-;-;105;-;2;-;6;-;609;-;-;-;-;-;-;-;2277;-;-;-;-;-;-;-;-
Mucajaí (RR);-;-;20;...;-;-;-;-;10;-;-;290;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;5;-;-;-;25;-;400;-;5;-;40;-;300;-;-;-;-;-;-;-;500;-;-;30;-;-;-;-;-
Normandia (RR);-;-;-;...;-;-;-;-;3000;-;-;100;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;750;-;10;-;100;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pacaraima (RR);-;12;4;...;-;-;-;-;-;-;-;250;5;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;-;-;-;10;-;450;-;5;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Rorainópolis (RR);-;15;96;...;-;-;-;-;-;-;-;245;7;-;-;...;-;-;-;-;...;18;...;-;-;-;-;-;-;12;156;-;-;-;-;-;-;-;-;-;-;760;80;-;-;-;8;-;160;-;20;-;35;-;84;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-
São João da Baliza (RR);-;2;36;...;-;-;-;-;-;-;-;1203;-;-;-;...;-;-;-;-;...;8;...;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;4;-;-;25;-;-;-;-;1;-;40;4;-;-;5;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Luiz (RR);-;-;30;...;-;-;-;-;-;-;-;500;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;70;20;-;-;-;-;-;70;5;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Uiramutã (RR);-;10;-;...;-;-;-;-;-;-;-;28;20;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;6;-;-;-;-;2;-;300;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-
Abaetetuba (PA);-;15;20000;...;-;-;-;-;60;-;-;50;-;-;-;...;140;-;-;-;...;100;...;-;-;-;-;-;-;385;2000;-;-;-;75;-;-;-;-;-;-;30;10;-;-;-;-;-;2050;-;20;-;5;-;90;-;-;-;-;20;-;-;-;-;-;-;-;-;-;5;-
Abel Figueiredo (PA);-;-;22;...;-;-;-;-;15;-;-;20;5;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;305;-;4;-;9;-;210;-;-;-;-;13;-;-;5600;-;-;-;-;-;-;-;-
Acará (PA);-;-;4800;...;-;-;-;-;50;-;-;120;-;-;-;...;1120;-;-;-;...;-;...;-;-;-;-;-;-;2100;14000;-;-;-;50;-;-;-;-;-;-;40;27;-;-;-;-;-;18300;-;12;-;-;-;50;-;-;-;-;900;-;-;-;-;-;-;-;-;-;-;-
Afuá (PA);-;-;-;...;-;-;-;-;-;-;-;45;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Água Azul do Norte (PA);-;110;42;...;-;-;-;-;20;-;-;100;-;-;-;...;100;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;156;-;-;-;20;-;4500;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-
Alenquer (PA);-;19;989;...;-;-;-;-;225;-;-;820;-;-;-;...;417;-;-;-;...;20;...;-;-;-;-;-;-;49;-;-;-;-;490;-;-;-;-;-;-;163;278;-;-;-;15;-;7700;-;7;-;70;-;3000;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-
Almeirim (PA);-;60;130;...;-;-;-;-;-;-;-;55;-;-;-;...;45;25;-;25;...;8;...;-;25;-;-;-;-;16;-;-;-;-;50;-;-;-;-;-;-;9;-;-;-;-;21;-;180;-;25;-;8;-;95;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-
Altamira (PA);-;9;44;...;-;-;-;3;3150;-;-;1420;-;-;-;...;4746;1;-;1;...;20;...;-;-;-;-;-;-;12;-;-;-;-;400;-;-;-;5;2;-;15;8;-;-;-;8;-;950;-;22;-;25;-;10500;-;-;-;-;5;-;-;14000;-;-;5;-;-;-;20;-
Anajás (PA);-;20;3900;...;-;-;-;-;-;-;-;135;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ananindeua (PA);-;-;27;...;-;-;-;-;-;-;-;11;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Anapu (PA);-;15;275;...;-;-;-;-;100;-;-;800;-;-;-;...;10113;-;-;-;...;-;...;-;-;-;-;-;-;76;-;-;-;-;230;-;-;-;-;-;-;50;5;-;-;-;-;-;380;-;6;-;30;-;800;-;20;-;-;33;-;-;-;-;7;3;-;-;-;35;-
Augusto Corrêa (PA);-;3;130;...;-;-;-;-;25;-;-;6;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;90;-;-;-;-;600;-;-;-;-;-;-;3;4;-;-;8;-;-;1712;-;5;-;10;-;170;-;-;-;-;100;-;-;-;-;3;-;-;-;-;-;-
Aurora do Pará (PA);-;2;1200;...;-;-;-;-;35;-;-;5;-;-;-;...;10;-;-;-;...;-;...;-;40;-;-;-;-;-;1900;-;-;-;150;-;-;-;-;-;-;5;6;-;-;-;-;-;1300;-;21;-;30;-;850;-;-;-;-;450;-;-;-;-;-;-;-;-;-;-;-
Aveiro (PA);-;10;45;...;-;-;-;10;60;-;-;280;-;-;-;...;300;8;-;8;...;8;...;-;-;-;-;-;-;25;-;-;-;-;100;-;-;-;-;30;-;14;6;-;-;-;-;-;1000;-;12;-;45;-;400;-;-;-;-;2;-;-;-;-;-;-;-;-;-;43;-
Bagre (PA);-;13;5200;...;-;-;-;-;-;-;-;23;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2400;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Baião (PA);-;-;645;...;-;-;-;-;50;-;-;-;-;-;-;...;400;10;-;10;...;-;...;-;-;-;-;-;-;80;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10000;-;-;-;-;-;200;-;-;-;-;1300;-;-;-;-;-;-;-;-;-;-;-
Bannach (PA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;8;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Barcarena (PA);-;20;10000;...;-;-;-;-;12;-;-;62;-;-;-;...;1700;-;-;-;...;5;...;-;-;-;-;-;-;305;-;-;-;-;50;-;-;-;-;-;-;45;10;-;-;-;20;-;1550;-;10;-;5;-;300;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-
